Type_1,Type_2,Type_3,image_name
0.12249128520488739,0.4295869767665863,0.4479217529296875,0.jpg
0.12584617733955383,0.43661102652549744,0.43754273653030396,1.jpg
0.2997364401817322,0.5630545020103455,0.13720908761024475,10.jpg
0.21432839334011078,0.5656645894050598,0.22000697255134583,100.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,101.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,102.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,103.jpg
0.16111664474010468,0.5013222694396973,0.33756110072135925,104.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,105.jpg
0.16071438789367676,0.5012583136558533,0.33802732825279236,106.jpg
0.12521801888942719,0.43387049436569214,0.44091153144836426,107.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,108.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,109.jpg
0.1530330628156662,0.48497456312179565,0.36199232935905457,11.jpg
0.2577938139438629,0.5770493745803833,0.16515684127807617,110.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,111.jpg
0.12301034480333328,0.4307449758052826,0.44624465703964233,112.jpg
0.21556004881858826,0.5691420435905457,0.21529792249202728,113.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,114.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,115.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,116.jpg
0.4377143681049347,0.4598316252231598,0.10245402902364731,117.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,118.jpg
0.41398167610168457,0.4788122773170471,0.10720614343881607,119.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,12.jpg
0.1685643196105957,0.518649160861969,0.31278643012046814,120.jpg
0.1293349266052246,0.4437189996242523,0.42694607377052307,121.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,122.jpg
0.22927241027355194,0.5708919167518616,0.1998356282711029,123.jpg
0.12249128520488739,0.4295869767665863,0.4479217529296875,124.jpg
0.1342691034078598,0.45566996932029724,0.41006091237068176,125.jpg
0.2031509280204773,0.5645858645439148,0.23226326704025269,126.jpg
0.19343477487564087,0.5416149497032166,0.2649502754211426,127.jpg
0.3272063434123993,0.5505128502845764,0.1222807765007019,128.jpg
