Type_1,Type_2,Type_3,image_name
0.11364340037107468,0.5822227001190186,0.3041338622570038,0.jpg
0.1186072900891304,0.47035983204841614,0.41103291511535645,1.jpg
0.16165189445018768,0.6830335855484009,0.15531456470489502,10.jpg
0.14596672356128693,0.606909453868866,0.2471238225698471,100.jpg
0.0784081444144249,0.3364054560661316,0.5851864218711853,101.jpg
0.1407669186592102,0.5717102289199829,0.2875228524208069,102.jpg
0.16155147552490234,0.6113524436950684,0.2270960956811905,103.jpg
0.1215101107954979,0.530661940574646,0.3478279411792755,104.jpg
0.09217358380556107,0.40906035900115967,0.4987660050392151,105.jpg
0.12834428250789642,0.5514037609100342,0.3202519416809082,106.jpg
0.11937034875154495,0.517227828502655,0.3634018003940582,107.jpg
0.1374352127313614,0.5424003005027771,0.3201644718647003,108.jpg
0.12519213557243347,0.4822675883769989,0.39254021644592285,109.jpg
0.135203555226326,0.5894306898117065,0.2753657400608063,11.jpg
0.1227455660700798,0.5658503174781799,0.31140413880348206,110.jpg
0.12832771241664886,0.6413284540176392,0.23034381866455078,111.jpg
0.09600266069173813,0.42757919430732727,0.4764181077480316,112.jpg
0.14343048632144928,0.557348370552063,0.29922112822532654,113.jpg
0.12532952427864075,0.4820592403411865,0.39261120557785034,114.jpg
0.12704919278621674,0.5188146829605103,0.3541361093521118,115.jpg
0.15316186845302582,0.5089592933654785,0.33787888288497925,116.jpg
0.18463368713855743,0.6202601790428162,0.19510617852210999,117.jpg
0.0738070160150528,0.3197733461856842,0.6064196825027466,118.jpg
0.214090496301651,0.48128142952919006,0.30462807416915894,119.jpg
0.08987091481685638,0.3704119622707367,0.5397170782089233,12.jpg
0.12868237495422363,0.5164849758148193,0.35483264923095703,120.jpg
0.11937698721885681,0.5136078000068665,0.36701518297195435,121.jpg
0.08804845809936523,0.4267587959766388,0.48519274592399597,122.jpg
0.1581648290157318,0.6769328117370605,0.16490235924720764,123.jpg
0.12267856299877167,0.47197702527046204,0.4053444266319275,124.jpg
0.12285871058702469,0.44826820492744446,0.42887306213378906,125.jpg
0.14409777522087097,0.5348210334777832,0.32108116149902344,126.jpg
0.11632926762104034,0.508358359336853,0.3753123879432678,127.jpg
0.15504685044288635,0.6625714898109436,0.182381734251976,128.jpg
0.2048431932926178,0.6990413665771484,0.09611544013023376,129.jpg
0.08823756128549576,0.4061075448989868,0.5056548118591309,13.jpg
0.1666928380727768,0.559123694896698,0.2741834819316864,130.jpg
0.0879131630063057,0.32468748092651367,0.5873993635177612,131.jpg
0.1465907245874405,0.6372728943824768,0.21613642573356628,132.jpg
0.10557867586612701,0.46325963735580444,0.43116170167922974,133.jpg
0.16285915672779083,0.6552098393440247,0.18193106353282928,134.jpg
0.1376124769449234,0.5234798789024353,0.3389075994491577,135.jpg
0.1205763891339302,0.6053250432014465,0.27409860491752625,136.jpg
0.12251344323158264,0.4762365221977234,0.40125006437301636,137.jpg
0.13500888645648956,0.583081066608429,0.2819100618362427,138.jpg
0.19151683151721954,0.7425947785377502,0.06588850170373917,139.jpg
0.12215878814458847,0.5484960079193115,0.3293451964855194,14.jpg
0.13620834052562714,0.5189428329467773,0.3448488414287567,140.jpg
0.11968126893043518,0.48619627952575684,0.394122451543808,141.jpg
0.26092544198036194,0.6746736168861389,0.06440088897943497,142.jpg
0.12624865770339966,0.4837154448032379,0.39003586769104004,143.jpg
0.16349251568317413,0.6473868489265442,0.1891205906867981,144.jpg
0.13482145965099335,0.5679011940956116,0.2972773015499115,145.jpg
0.1658451408147812,0.6410588622093201,0.19309598207473755,146.jpg
0.12343936413526535,0.4910198748111725,0.38554081320762634,147.jpg
0.1737651228904724,0.5972346663475037,0.2290002405643463,148.jpg
0.2022080421447754,0.6301043629646301,0.1676875352859497,149.jpg
0.10888668894767761,0.4287586510181427,0.4623546600341797,15.jpg
0.1216985285282135,0.7010827660560608,0.1772187352180481,150.jpg
0.09808878600597382,0.43298012018203735,0.4689311385154724,151.jpg
0.10514309257268906,0.4604732096195221,0.43438372015953064,152.jpg
0.08067446947097778,0.37277182936668396,0.5465536713600159,153.jpg
0.13896216452121735,0.7858757376670837,0.0751621276140213,154.jpg
0.20167860388755798,0.6345285773277283,0.16379281878471375,155.jpg
0.10686695575714111,0.4388590455055237,0.4542739987373352,156.jpg
0.14762718975543976,0.6696513295173645,0.18272154033184052,157.jpg
